n1	n2	d1	d2	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
10	10	0	0	0.01	0	0	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0
20	10	0	0	0.02	0	0.5	0.43	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0
50	10	0	0	0.05	0	0.6	0.5	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.2
73	10	0	0	0.06	0	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.166666666666667
106	10	0	0	0.02	0	0.5	0.45	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0	0.5
154	10	0	0	0.04	0	0.75	0.56	0.75	0.5	0.75	0.5	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.5
224	10	0	0	0.05	0	0.4	0.53	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	NA	NA	NA	NA	NA	NA	NA	NA	0	0.4
325	10	0	0	0.06	0	0.833333333333333	0.54	0.833333333333333	0.5	0.833333333333333	0.5	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0	0.833333333333333
473	10	0	0	0.05	0	0.4	0.51	0.4	0.2	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.2
688	10	0	0	0.02	0	1	0.47	1	0.5	1	0.5	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0	1
